,pokedex_number,name,generation,status,species,type_number,type_1,hp,attack,defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
528,447,Riolu,4,Normal,Emanation Pokémon,1,Fighting,40.0,70.0,40.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
529,448,Lucario,4,Normal,Aura Pokémon,2,Fighting,70.0,110.0,70.0,90.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
531,449,Hippopotas,4,Normal,Hippo Pokémon,1,Ground,68.0,72.0,78.0,32.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
532,450,Hippowdon,4,Normal,Heavyweight Pokémon,1,Ground,108.0,112.0,118.0,47.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
533,451,Skorupi,4,Normal,Scorpion Pokémon,2,Poison,40.0,50.0,90.0,65.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
534,452,Drapion,4,Normal,Ogre Scorp Pokémon,2,Poison,70.0,90.0,110.0,95.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
535,453,Croagunk,4,Normal,Toxic Mouth Pokémon,2,Poison,48.0,61.0,40.0,50.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
536,454,Toxicroak,4,Normal,Toxic Mouth Pokémon,2,Poison,83.0,106.0,65.0,85.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
537,455,Carnivine,4,Normal,Bug Catcher Pokémon,1,Grass,74.0,100.0,72.0,46.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
538,456,Finneon,4,Normal,Wing Fish Pokémon,1,Water,49.0,49.0,56.0,66.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
539,457,Lumineon,4,Normal,Neon Pokémon,1,Water,69.0,69.0,76.0,91.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
540,458,Mantyke,4,Normal,Kite Pokémon,2,Water,45.0,20.0,50.0,50.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
541,459,Snover,4,Normal,Frost Tree Pokémon,2,Grass,60.0,62.0,50.0,40.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
542,460,Abomasnow,4,Normal,Frost Tree Pokémon,2,Grass,90.0,92.0,75.0,60.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
544,461,Weavile,4,Normal,Sharp Claw Pokémon,2,Dark,70.0,120.0,65.0,125.0,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
545,462,Magnezone,4,Normal,Magnet Area Pokémon,2,Electric,70.0,70.0,115.0,60.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
546,463,Lickilicky,4,Normal,Licking Pokémon,1,Normal,110.0,85.0,95.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
547,464,Rhyperior,4,Normal,Drill Pokémon,2,Ground,115.0,140.0,130.0,40.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
548,465,Tangrowth,4,Normal,Vine Pokémon,1,Grass,100.0,100.0,125.0,50.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
549,466,Electivire,4,Normal,Thunderbolt Pokémon,1,Electric,75.0,123.0,67.0,95.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
550,467,Magmortar,4,Normal,Blast Pokémon,1,Fire,75.0,95.0,67.0,83.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
551,468,Togekiss,4,Normal,Jubilee Pokémon,2,Fairy,85.0,50.0,95.0,80.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0
552,469,Yanmega,4,Normal,Ogre Darner Pokémon,2,Bug,86.0,76.0,86.0,95.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
553,470,Leafeon,4,Normal,Verdant Pokémon,1,Grass,65.0,110.0,130.0,95.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
554,471,Glaceon,4,Normal,Fresh Snow Pokémon,1,Ice,65.0,60.0,110.0,65.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
555,472,Gliscor,4,Normal,Fang Scorp Pokémon,2,Ground,75.0,95.0,125.0,95.0,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
556,473,Mamoswine,4,Normal,Twin Tusk Pokémon,2,Ice,110.0,130.0,80.0,80.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
557,474,Porygon-Z,4,Normal,Virtual Pokémon,1,Normal,85.0,80.0,70.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
558,475,Gallade,4,Normal,Blade Pokémon,2,Psychic,68.0,125.0,65.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
560,476,Probopass,4,Normal,Compass Pokémon,2,Rock,60.0,55.0,145.0,40.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
561,477,Dusknoir,4,Normal,Gripper Pokémon,1,Ghost,45.0,100.0,135.0,45.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
562,478,Froslass,4,Normal,Snow Land Pokémon,2,Ice,70.0,80.0,70.0,110.0,0.0,2.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0
563,479,Rotom,4,Normal,Plasma Pokémon,2,Electric,50.0,50.0,77.0,91.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
564,479,Heat Rotom,4,Normal,Plasma Pokémon,2,Electric,50.0,65.0,107.0,86.0,1.0,0.5,2.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5
565,479,Wash Rotom,4,Normal,Plasma Pokémon,2,Electric,50.0,65.0,107.0,86.0,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
566,479,Frost Rotom,4,Normal,Plasma Pokémon,2,Electric,50.0,65.0,107.0,86.0,1.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,0.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
567,479,Fan Rotom,4,Normal,Plasma Pokémon,2,Electric,50.0,65.0,107.0,86.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
568,479,Mow Rotom,4,Normal,Plasma Pokémon,2,Electric,50.0,65.0,107.0,86.0,1.0,2.0,0.5,0.25,0.5,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
586,495,Snivy,5,Normal,Grass Snake Pokémon,1,Grass,45.0,45.0,55.0,63.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
587,496,Servine,5,Normal,Grass Snake Pokémon,1,Grass,60.0,60.0,75.0,83.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
588,497,Serperior,5,Normal,Regal Pokémon,1,Grass,75.0,75.0,95.0,113.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
589,498,Tepig,5,Normal,Fire Pig Pokémon,1,Fire,65.0,63.0,45.0,45.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
590,499,Pignite,5,Normal,Fire Pig Pokémon,2,Fire,90.0,93.0,55.0,55.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
591,500,Emboar,5,Normal,Mega Fire Pig Pokémon,2,Fire,110.0,123.0,65.0,65.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
592,501,Oshawott,5,Normal,Sea Otter Pokémon,1,Water,55.0,55.0,45.0,45.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
593,502,Dewott,5,Normal,Discipline Pokémon,1,Water,75.0,75.0,60.0,60.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
594,503,Samurott,5,Normal,Formidable Pokémon,1,Water,95.0,100.0,85.0,70.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
595,504,Patrat,5,Normal,Scout Pokémon,1,Normal,45.0,55.0,39.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
596,505,Watchog,5,Normal,Lookout Pokémon,1,Normal,60.0,85.0,69.0,77.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
597,506,Lillipup,5,Normal,Puppy Pokémon,1,Normal,45.0,60.0,45.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
598,507,Herdier,5,Normal,Loyal Dog Pokémon,1,Normal,65.0,80.0,65.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
599,508,Stoutland,5,Normal,Big-Hearted Pokémon,1,Normal,85.0,110.0,90.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
600,509,Purrloin,5,Normal,Devious Pokémon,1,Dark,41.0,50.0,37.0,66.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
601,510,Liepard,5,Normal,Cruel Pokémon,1,Dark,64.0,88.0,50.0,106.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
602,511,Pansage,5,Normal,Grass Monkey Pokémon,1,Grass,50.0,53.0,48.0,64.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
603,512,Simisage,5,Normal,Thorn Monkey Pokémon,1,Grass,75.0,98.0,63.0,101.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
604,513,Pansear,5,Normal,High Temp Pokémon,1,Fire,50.0,53.0,48.0,64.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
605,514,Simisear,5,Normal,Ember Pokémon,1,Fire,75.0,98.0,63.0,101.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
606,515,Panpour,5,Normal,Spray Pokémon,1,Water,50.0,53.0,48.0,64.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
607,516,Simipour,5,Normal,Geyser Pokémon,1,Water,75.0,98.0,63.0,101.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
608,517,Munna,5,Normal,Dream Eater Pokémon,1,Psychic,76.0,25.0,45.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
609,518,Musharna,5,Normal,Drowsing Pokémon,1,Psychic,116.0,55.0,85.0,29.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
610,519,Pidove,5,Normal,Tiny Pigeon Pokémon,2,Normal,50.0,55.0,50.0,43.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
611,520,Tranquill,5,Normal,Wild Pigeon Pokémon,2,Normal,62.0,77.0,62.0,65.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
612,521,Unfezant,5,Normal,Proud Pokémon,2,Normal,80.0,115.0,80.0,93.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
613,522,Blitzle,5,Normal,Electrified Pokémon,1,Electric,45.0,60.0,32.0,76.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
614,523,Zebstrika,5,Normal,Thunderbolt Pokémon,1,Electric,75.0,100.0,63.0,116.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
615,524,Roggenrola,5,Normal,Mantle Pokémon,1,Rock,55.0,75.0,85.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
616,525,Boldore,5,Normal,Ore Pokémon,1,Rock,70.0,105.0,105.0,20.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
617,526,Gigalith,5,Normal,Compressed Pokémon,1,Rock,85.0,135.0,130.0,25.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
618,527,Woobat,5,Normal,Bat Pokémon,2,Psychic,65.0,45.0,43.0,72.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
619,528,Swoobat,5,Normal,Courting Pokémon,2,Psychic,67.0,57.0,55.0,114.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
620,529,Drilbur,5,Normal,Mole Pokémon,1,Ground,60.0,85.0,40.0,68.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
621,530,Excadrill,5,Normal,Subterrene Pokémon,2,Ground,110.0,135.0,60.0,88.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
622,531,Audino,5,Normal,Hearing Pokémon,1,Normal,103.0,60.0,86.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
624,532,Timburr,5,Normal,Muscular Pokémon,1,Fighting,75.0,80.0,55.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
625,533,Gurdurr,5,Normal,Muscular Pokémon,1,Fighting,85.0,105.0,85.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
626,534,Conkeldurr,5,Normal,Muscular Pokémon,1,Fighting,105.0,140.0,95.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
627,535,Tympole,5,Normal,Tadpole Pokémon,1,Water,50.0,50.0,40.0,64.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
628,536,Palpitoad,5,Normal,Vibration Pokémon,2,Water,75.0,65.0,55.0,69.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
629,537,Seismitoad,5,Normal,Vibration Pokémon,2,Water,105.0,95.0,75.0,74.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
630,538,Throh,5,Normal,Judo Pokémon,1,Fighting,120.0,100.0,85.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
631,539,Sawk,5,Normal,Karate Pokémon,1,Fighting,75.0,125.0,75.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
632,540,Sewaddle,5,Normal,Sewing Pokémon,2,Bug,45.0,53.0,70.0,42.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
633,541,Swadloon,5,Normal,Leaf-Wrapped Pokémon,2,Bug,55.0,63.0,90.0,42.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
634,542,Leavanny,5,Normal,Nurturing Pokémon,2,Bug,75.0,103.0,80.0,92.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
635,543,Venipede,5,Normal,Centipede Pokémon,2,Bug,30.0,45.0,59.0,57.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
636,544,Whirlipede,5,Normal,Curlipede Pokémon,2,Bug,40.0,55.0,99.0,47.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
637,545,Scolipede,5,Normal,Megapede Pokémon,2,Bug,60.0,100.0,89.0,112.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
638,546,Cottonee,5,Normal,Cotton Puff Pokémon,2,Grass,40.0,27.0,60.0,66.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
639,547,Whimsicott,5,Normal,Windveiled Pokémon,2,Grass,60.0,67.0,85.0,116.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
640,548,Petilil,5,Normal,Bulb Pokémon,1,Grass,45.0,35.0,50.0,30.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
641,549,Lilligant,5,Normal,Flowering Pokémon,1,Grass,70.0,60.0,75.0,90.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
642,550,Basculin Red-Striped Form,5,Normal,Hostile Pokémon,1,Water,70.0,92.0,65.0,98.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
643,550,Basculin Blue-Striped Form,5,Normal,Hostile Pokémon,1,Water,70.0,92.0,65.0,98.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
644,551,Sandile,5,Normal,Desert Croc Pokémon,2,Ground,50.0,72.0,35.0,65.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
645,552,Krokorok,5,Normal,Desert Croc Pokémon,2,Ground,60.0,82.0,45.0,74.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
646,553,Krookodile,5,Normal,Intimidation Pokémon,2,Ground,95.0,117.0,80.0,92.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
647,554,Darumaka,5,Normal,Zen Charm Pokémon,1,Fire,70.0,90.0,45.0,50.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
648,554,Galarian Darumaka,5,Normal,Zen Charm Pokémon,1,Ice,70.0,90.0,45.0,50.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
649,555,Darmanitan Standard Mode,5,Normal,Blazing Pokémon,1,Fire,105.0,140.0,55.0,95.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
650,555,Darmanitan Zen Mode,5,Normal,Blazing Pokémon,2,Fire,105.0,30.0,105.0,55.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
651,555,Darmanitan Galarian Standard Mode,5,Normal,Zen Charm Pokémon,1,Ice,105.0,140.0,55.0,95.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
652,555,Darmanitan Galarian Zen Mode,5,Normal,Zen Charm Pokémon,2,Ice,105.0,160.0,55.0,135.0,1.0,1.0,2.0,1.0,0.5,0.25,2.0,1.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,0.5
653,556,Maractus,5,Normal,Cactus Pokémon,1,Grass,75.0,86.0,67.0,60.0,1.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
654,557,Dwebble,5,Normal,Rock Inn Pokémon,2,Bug,50.0,65.0,85.0,55.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
655,558,Crustle,5,Normal,Stone Home Pokémon,2,Bug,70.0,105.0,125.0,45.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
656,559,Scraggy,5,Normal,Shedding Pokémon,2,Dark,50.0,75.0,70.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
657,560,Scrafty,5,Normal,Hoodlum Pokémon,2,Dark,65.0,90.0,115.0,58.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
658,561,Sigilyph,5,Normal,Avianoid Pokémon,2,Psychic,72.0,58.0,80.0,97.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
659,562,Yamask,5,Normal,Spirit Pokémon,1,Ghost,38.0,30.0,85.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
660,562,Galarian Yamask,5,Normal,Spirit Pokémon,2,Ground,38.0,55.0,85.0,30.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
661,563,Cofagrigus,5,Normal,Coffin Pokémon,1,Ghost,58.0,50.0,145.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
662,564,Tirtouga,5,Normal,Prototurtle Pokémon,2,Water,54.0,78.0,103.0,22.0,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
